run_id,name,url,seed,epochs,stride,dropout,padding,activation,batch_size,kernel_size,channel_mult,max_channels,base_channels,learning_rate,n_conv_layers,apply_dropout_at,_step,train_accuracy,train_loss,test_accuracy,_runtime,epoch,test_loss,_timestamp
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,7,71.226,0.8128310003320275,67.94,64.288331,8,0.9020123542494075,1757369911.060052
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,8,73.11,0.7603569422536494,69.92,72.2397292,9,0.8529573940927055,1757369919.0119495
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,9,74.768,0.7137672053959668,70.18,79.9401761,10,0.8445939049599277,1757369926.712575
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,10,75.97,0.6785829362966825,70.59,87.7681243,11,0.8278562265216924,1757369934.5410361
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,11,77.342,0.6392266285388976,71.78,95.8382796,12,0.8224383294582367,1757369942.6103425
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,12,78.362,0.6098725076221749,70.96,103.6816468,13,0.8412035971310488,1757369950.4537175
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,13,79.328,0.5782169853253742,71.91,111.7727372,14,0.8284530926282239,1757369958.544946
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,14,80.362,0.550837394488437,72.06,119.6892913,15,0.8145103090128322,1757369966.4616606
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,15,81.1,0.5257843160796958,71.71,127.5137448,16,0.8232364688709284,1757369974.2859354
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,16,81.786,0.5045105709749109,72.43,135.5106858,17,0.8361186254176365,1757369982.2829092
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,17,82.942,0.4811249766165338,72.48,143.3161483,18,0.8449569570410783,1757369990.0881906
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,18,83.414,0.46393102950528453,71.44,151.567827,19,0.8563304615628188,1757369998.3399694
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,19,84.154,0.44223853576061367,72.55,160.3097919,20,0.8614833058824964,1757370007.0818675
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,20,84.566,0.4240442745749603,72.47,168.4706336,21,0.8590214070241162,1757370015.242806
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,21,85.28,0.4106992634627825,72.37,177.0650443,22,0.8871342592937931,1757370023.8371441
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,22,85.762,0.395752974959743,72.63,185.5244238,23,0.8829137439940385,1757370032.2967126
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,23,86.09,0.38375744427485237,72.32,193.6858387,24,0.8876785560018697,1757370040.4586134
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,24,86.694,0.36880094474157715,72.3,201.9808205,25,0.9093518577943183,1757370048.7527418
cp4wz5qy,stoic-sweep-3,https://wandb.ai/marcocassar-belmont-university/dl_class_projects-CIFAR10-CNN/runs/cp4wz5qy,42,30,2,0.2,1,ReLU,64,3,2,128,32,0.0005,5,2,25,87.07,0.36031006126071485,71.95,210.4539219,26,0.919491776235544,1757370057.226023
